"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","work_accident","left","promotion_last_5years","department","salary"
0.38,0.55,2,158,35,0,1,0,"support","low"
0.37,0.57,2,155,30,0,1,0,"support","low"
0.44,0.48,2,146,38,0,1,0,"support","low"
0.53,0.85,2,164,57,0,1,0,"support","low"
0.09,0.96,6,259,46,0,1,0,"support","low"
0.11,0.89,6,293,49,0,1,0,"support","low"
0.83,0.96,5,275,57,0,1,0,"support","low"
0.88,1,5,219,69,1,1,0,"technical","low"
0.1,0.89,6,247,45,0,1,0,"technical","low"
0.09,0.86,7,309,47,0,1,0,"technical","low"
0.44,0.54,2,151,31,0,1,0,"management","low"
0.39,0.51,2,129,42,0,1,0,"IT","low"
0.87,0.94,4,274,56,0,1,0,"IT","low"
0.74,0.99,4,233,61,0,1,0,"IT","low"
0.1,0.95,7,289,49,0,1,0,"IT","low"
0.74,0.82,4,239,77,0,1,0,"IT","low"
0.75,0.99,5,221,52,0,1,0,"product_mng","low"
0.41,0.56,2,150,47,0,1,0,"product_mng","low"
0.41,0.45,2,144,35,1,1,0,"product_mng","low"
0.09,0.9,7,289,58,0,1,0,"product_mng","low"
0.09,0.8,6,301,55,0,1,0,"IT","medium"
0.39,0.57,2,145,35,0,1,0,"accounting","medium"
0.4,0.56,2,137,30,0,1,0,"accounting","medium"
0.37,0.54,2,131,28,1,1,0,"hr","medium"
0.1,0.84,6,246,37,0,1,0,"hr","medium"
0.43,0.51,2,136,28,0,1,0,"hr","medium"
0.75,0.85,5,240,59,1,1,0,"marketing","medium"
0.37,0.56,2,156,39,0,1,0,"sales","medium"
0.11,0.85,6,305,49,0,1,0,"accounting","medium"
0.45,0.45,2,154,31,1,1,0,"support","medium"
0.87,1,5,261,57,1,1,0,"technical","medium"
0.11,0.94,7,244,44,0,1,0,"management","medium"
0.45,0.54,2,129,37,0,1,0,"marketing","high"
0.81,0.87,4,254,56,0,1,0,"marketing","low"
0.77,0.91,5,236,56,0,1,0,"marketing","medium"
0.89,0.92,5,237,62,0,1,0,"sales","medium"
0.43,0.49,2,135,42,0,1,0,"sales","medium"
0.78,1,5,236,61,0,1,0,"sales","medium"
0.37,0.47,2,149,37,0,1,0,"sales","low"
0.37,0.5,2,141,42,0,1,0,"sales","low"
0.85,0.82,4,270,62,0,1,0,"sales","low"
0.41,0.47,2,138,39,0,1,0,"sales","low"
0.11,0.96,6,298,44,0,1,0,"sales","low"
0.75,0.99,5,254,57,0,1,0,"sales","low"
0.82,0.85,5,248,57,0,1,0,"sales","low"
0.79,1,5,257,64,0,1,0,"sales","low"
0.43,0.53,2,150,32,0,1,0,"sales","low"
0.1,0.9,7,281,36,0,1,0,"sales","low"
0.46,0.48,2,141,37,1,1,0,"sales","low"
0.43,0.57,2,157,35,0,1,0,"sales","low"
0.43,0.55,2,136,39,0,1,0,"sales","low"
0.11,0.8,7,296,49,0,1,0,"sales","low"
0.09,0.86,6,279,48,0,1,0,"sales","low"
0.37,0.53,2,131,35,0,1,0,"sales","low"
0.4,0.57,2,160,31,0,1,0,"accounting","low"
0.1,0.77,7,291,49,0,1,0,"accounting","low"
0.41,0.53,2,157,42,0,1,0,"accounting","low"
0.79,0.58,3,294,53,0,1,0,"hr","low"
0.11,0.79,7,310,39,0,1,0,"hr","low"
0.1,0.97,6,282,42,0,1,0,"hr","medium"
0.44,0.51,2,134,30,0,1,0,"hr","medium"
0.25,0.46,4,214,45,0,1,0,"technical","medium"
0.44,0.52,2,137,39,0,1,0,"technical","medium"
0.73,1,4,252,71,0,1,0,"technical","medium"
0.75,0.97,5,243,67,0,1,0,"technical","medium"
0.36,0.47,2,148,36,0,1,0,"technical","medium"
0.37,0.49,2,151,46,0,1,0,"technical","medium"
0.39,0.49,2,129,41,0,1,0,"technical","medium"
0.48,0.78,2,198,29,0,1,0,"technical","medium"
0.57,0.72,4,275,64,0,1,0,"technical","medium"
0.9,0.96,5,243,52,0,1,0,"technical","medium"
0.39,0.55,2,159,34,0,1,0,"technical","high"
0.44,0.51,2,145,33,0,1,0,"support","low"
0.81,0.88,5,242,63,0,1,0,"support","medium"
0.74,0.87,5,242,62,0,1,0,"support","medium"
0.44,0.56,2,145,40,0,1,0,"support","medium"
0.41,0.56,2,154,37,0,1,1,"support","medium"
0.4,0.51,2,139,33,0,1,0,"support","low"
0.46,0.57,2,152,36,0,1,0,"support","low"
0.8,0.83,2,211,45,0,1,0,"support","low"
0.87,0.9,5,258,48,0,1,0,"support","low"
0.39,0.54,2,155,45,0,1,0,"support","low"
0.38,0.55,2,148,40,0,1,0,"support","low"
0.66,0.67,2,255,48,0,1,0,"technical","low"
0.1,0.8,6,264,43,0,1,0,"technical","low"
0.37,0.54,2,132,35,0,1,0,"technical","low"
0.1,0.77,6,255,52,0,1,0,"management","low"
0.09,0.87,5,263,50,0,1,0,"IT","low"
0.86,0.84,5,222,52,0,1,0,"IT","low"
0.11,0.9,6,263,50,0,1,0,"IT","low"
0.37,0.46,2,157,39,0,1,0,"IT","low"
0.11,0.92,7,307,45,0,1,0,"IT","low"
0.77,0.98,5,259,68,0,1,0,"product_mng","low"
0.84,0.94,5,222,68,0,1,0,"product_mng","low"
0.1,0.84,7,250,51,0,1,0,"product_mng","low"
0.83,0.9,5,245,64,0,1,0,"product_mng","low"
0.11,0.79,6,292,49,0,1,0,"IT","low"
0.86,0.92,5,252,57,0,1,0,"RandD","low"
0.38,0.56,2,161,27,0,1,0,"RandD","medium"
0.11,0.88,5,250,56,0,1,0,"RandD","medium"
0.45,0.49,2,134,35,0,1,0,"RandD","medium"
0.1,0.85,7,279,51,0,1,0,"RandD","medium"
0.09,0.95,7,256,40,0,1,0,"marketing","medium"
0.39,0.53,2,127,36,0,1,0,"sales","medium"
0.37,0.47,2,138,41,1,1,0,"accounting","medium"
0.81,0.97,5,243,63,0,1,0,"support","medium"
0.09,0.9,7,296,47,0,1,0,"technical","medium"
0.1,0.88,7,267,36,0,1,0,"management","medium"
0.39,0.49,2,144,39,0,1,0,"marketing","medium"
0.83,0.95,4,251,55,0,1,0,"marketing","medium"
0.45,0.57,2,148,39,0,1,0,"marketing","high"
0.43,0.51,2,141,35,0,1,0,"sales","low"
0.8,0.75,3,268,25,0,1,0,"sales","medium"
0.1,0.86,6,247,53,0,1,0,"sales","medium"
0.1,0.55,2,247,36,0,1,0,"sales","medium"
0.36,0.52,2,146,33,0,1,0,"sales","medium"
0.38,0.5,2,140,38,0,1,0,"sales","low"
0.78,0.98,5,263,72,0,1,0,"sales","low"
0.44,0.49,2,145,37,0,1,0,"sales","low"
0.41,0.46,2,156,38,1,1,0,"sales","low"
0.72,0.85,5,244,70,0,1,0,"sales","low"
0.46,0.54,2,144,34,0,1,0,"sales","low"
0.1,0.9,7,286,49,0,1,0,"sales","low"
0.34,0.67,4,141,25,0,1,0,"sales","low"
0.11,0.89,6,260,57,0,1,0,"sales","low"
0.38,0.56,2,154,38,0,1,0,"sales","low"
0.82,0.92,5,225,59,0,1,0,"sales","low"
0.39,0.57,2,127,33,0,1,0,"sales","low"
0.44,0.53,2,140,39,0,1,0,"sales","low"
0.43,0.52,2,147,31,0,1,0,"sales","low"
0.84,0.83,4,227,57,0,1,0,"accounting","low"
0.43,0.48,2,153,40,0,1,0,"accounting","low"
0.37,0.52,2,128,40,0,1,0,"accounting","low"
0.74,0.97,4,228,54,0,1,0,"hr","low"
0.73,0.97,5,235,53,0,1,0,"hr","low"
0.37,0.47,2,148,45,0,1,0,"hr","low"
0.58,0.62,4,238,36,0,1,0,"hr","low"
0.4,0.54,2,141,35,0,1,0,"technical","medium"
0.51,0.83,5,249,48,0,1,0,"technical","medium"
0.46,0.5,2,151,50,0,1,0,"technical","medium"
0.45,0.54,2,129,32,0,1,0,"technical","medium"
0.46,0.5,2,156,43,0,1,0,"technical","medium"
0.39,0.45,2,134,35,0,1,0,"technical","medium"
0.09,0.88,6,269,49,0,1,0,"technical","medium"
0.09,0.77,6,290,46,0,1,0,"technical","medium"
0.37,0.51,2,132,37,0,1,0,"technical","medium"
0.1,0.89,7,308,49,0,1,0,"technical","medium"
0.77,1,4,232,55,0,1,0,"technical","medium"
0.79,0.86,5,235,54,0,1,0,"support","medium"
0.43,0.55,2,130,29,0,1,0,"support","high"
0.38,0.53,2,146,42,0,1,0,"support","low"
0.77,0.91,5,221,75,0,1,0,"support","medium"
0.44,0.5,2,130,35,0,1,0,"support","medium"
0.39,0.46,2,136,45,0,1,0,"support","medium"
0.78,0.89,5,274,64,0,1,0,"support","medium"
0.1,0.79,6,256,61,0,1,0,"support","low"
0.1,0.77,5,276,51,0,1,0,"support","low"
0.75,0.85,5,267,62,0,1,0,"support","low"
0.46,0.62,6,213,34,0,1,0,"support","low"
0.91,0.97,4,274,71,0,1,0,"technical","low"
0.1,0.92,6,258,53,0,1,0,"technical","low"
0.72,0.6,3,153,64,0,1,0,"technical","low"
0.11,0.95,6,245,39,0,1,0,"management","low"
0.11,0.94,6,264,40,0,1,0,"IT","low"
0.46,0.57,2,154,33,0,1,0,"IT","low"
0.37,0.46,2,149,34,0,1,0,"IT","low"
0.46,0.5,2,157,39,0,1,0,"IT","low"
0.43,0.57,2,127,34,0,1,0,"IT","low"
0.11,0.82,6,270,43,0,1,0,"product_mng","low"
0.73,0.89,5,236,66,0,1,0,"product_mng","low"
0.43,0.47,2,158,34,0,1,0,"product_mng","low"
0.86,1,5,229,71,0,1,0,"product_mng","low"
0.1,0.83,6,269,49,0,1,0,"IT","low"
0.4,0.49,2,128,29,0,1,0,"sales","low"
0.11,0.87,7,278,41,0,1,0,"sales","low"
0.86,0.98,3,158,55,0,1,0,"sales","low"
0.42,1,3,202,36,0,1,0,"sales","medium"
0.79,0.84,4,240,64,0,1,0,"sales","medium"
0.1,0.96,7,255,40,0,1,0,"marketing","medium"
0.09,0.92,7,254,50,0,1,0,"sales","medium"
0.09,0.82,6,257,38,0,1,0,"accounting","medium"
0.87,1,4,228,56,0,1,0,"support","medium"
0.36,0.49,2,145,37,0,1,0,"technical","medium"
0.42,0.75,3,218,49,0,1,0,"management","medium"
0.84,0.86,5,268,61,0,1,0,"marketing","medium"
0.1,0.83,6,278,48,0,1,0,"marketing","medium"
0.78,0.71,3,249,64,0,1,0,"marketing","medium"
0.35,0.99,3,236,48,0,1,0,"sales","medium"
0.1,0.81,7,291,51,0,1,0,"sales","high"
0.11,0.8,6,306,43,0,1,0,"sales","low"
0.43,0.48,2,135,34,0,1,0,"sales","medium"
0.38,0.45,2,156,39,0,1,0,"sales","medium"
0.46,0.54,2,143,39,0,1,0,"sales","medium"
0.89,0.82,4,243,57,0,1,0,"sales","medium"
0.45,0.5,2,147,35,0,1,0,"sales","low"
0.44,0.53,2,159,38,0,1,0,"sales","low"
0.74,0.54,5,216,40,0,1,0,"sales","low"
0.45,0.54,2,152,37,0,1,0,"sales","low"
0.79,0.93,4,226,69,0,1,0,"sales","low"
0.79,0.91,5,271,63,0,1,0,"sales","low"
0.11,0.87,6,255,52,0,1,0,"sales","low"
0.42,0.48,2,140,32,0,1,0,"sales","low"
0.64,0.9,6,252,26,0,1,0,"sales","low"
0.4,0.55,2,159,39,0,1,0,"sales","low"
0.84,0.98,5,270,50,0,1,0,"sales","low"
0.73,0.92,5,232,63,0,1,0,"sales","low"
0.4,0.51,2,144,33,0,1,0,"accounting","low"
0.36,0.45,2,127,41,0,1,0,"accounting","low"
0.43,0.47,2,131,46,0,1,0,"accounting","low"
0.11,0.78,6,243,51,0,1,0,"hr","low"
0.91,1,5,244,78,0,1,0,"hr","low"
0.8,1,5,260,70,0,1,0,"hr","low"
0.42,0.49,2,139,32,0,1,0,"hr","low"
0.31,0.87,4,184,31,0,1,0,"technical","low"
0.44,0.47,2,130,37,0,1,0,"technical","low"
0.38,0.54,2,135,39,0,1,0,"technical","medium"
0.45,0.56,2,146,37,0,1,0,"technical","medium"
0.43,0.46,2,149,21,0,1,0,"technical","medium"
0.45,0.46,2,153,33,1,1,0,"technical","medium"
0.43,0.57,2,160,42,0,1,0,"technical","medium"
0.43,0.49,2,160,42,0,1,0,"technical","medium"
0.09,0.83,6,282,56,0,1,0,"technical","medium"
0.43,0.47,2,128,46,0,1,0,"technical","medium"
0.79,0.94,4,232,64,0,1,0,"technical","medium"
0.85,0.58,3,226,21,0,1,0,"support","medium"
0.38,0.45,2,129,48,0,1,0,"support","medium"
0.11,0.92,7,255,44,0,1,0,"support","medium"
0.83,0.99,5,258,59,0,1,0,"support","high"
0.81,0.91,4,229,59,0,1,0,"support","low"
0.42,0.56,2,143,40,0,1,0,"support","medium"
0.11,0.87,6,257,40,0,1,0,"support","medium"
0.11,0.85,7,275,44,0,1,0,"support","medium"
0.1,0.89,7,291,49,0,1,0,"support","medium"
0.5,0.54,5,153,46,0,1,0,"support","low"
0.44,0.49,2,154,30,0,1,0,"support","low"
0.11,0.9,6,301,62,0,1,0,"technical","low"
0.39,0.52,2,134,46,0,1,0,"technical","low"
0.11,0.78,6,245,44,0,1,0,"technical","low"
0.36,0.5,2,132,41,0,1,0,"management","low"
0.43,0.51,2,130,38,0,1,0,"IT","low"
0.4,0.5,2,127,34,0,1,0,"IT","low"
0.86,0.84,4,246,77,0,1,0,"IT","low"
0.38,0.49,2,145,31,0,1,0,"IT","low"
0.46,0.45,2,138,28,0,1,1,"IT","low"
0.37,0.57,2,129,39,0,1,0,"product_mng","low"
0.43,0.52,2,150,42,0,1,0,"product_mng","low"
0.66,0.93,5,253,68,0,1,0,"product_mng","low"
0.37,0.48,2,160,37,0,1,0,"product_mng","low"
0.77,0.92,5,235,61,0,1,0,"IT","low"
0.38,0.55,2,151,46,0,1,0,"sales","low"
0.39,0.54,2,127,30,0,1,0,"sales","low"
0.41,0.55,2,151,43,0,1,0,"sales","low"
0.1,0.9,7,290,38,0,1,0,"sales","low"
0.09,0.93,6,249,60,0,1,0,"sales","low"
0.41,0.47,2,131,31,0,1,0,"marketing","medium"
0.39,0.46,2,159,40,0,1,0,"sales","medium"
0.83,0.99,4,223,65,0,1,0,"accounting","medium"
0.09,0.87,3,214,18,0,1,0,"support","medium"
0.75,0.81,5,227,59,0,1,0,"technical","medium"
0.44,0.54,2,127,49,0,1,0,"management","medium"
0.1,0.84,6,293,60,0,1,0,"marketing","medium"
0.42,0.46,2,141,42,0,1,0,"marketing","medium"
0.1,0.83,6,300,47,0,1,0,"marketing","medium"
0.1,0.86,6,309,41,0,1,0,"sales","medium"
0.31,0.77,4,149,46,0,1,0,"sales","medium"
0.42,0.54,2,159,32,0,1,0,"sales","medium"
0.38,0.5,2,152,43,0,1,0,"sales","high"
0.39,0.57,2,158,39,0,1,0,"sales","low"
0.1,0.97,6,254,60,0,1,0,"sales","medium"
0.11,0.93,6,294,44,0,1,0,"sales","medium"
0.1,0.92,7,269,53,0,1,0,"sales","medium"
0.11,0.9,7,247,51,0,1,0,"sales","medium"
0.44,0.65,3,271,37,0,1,0,"sales","low"
0.91,0.96,4,232,66,0,1,0,"sales","low"
0.72,1,4,245,60,0,1,0,"sales","low"
0.36,0.46,2,132,42,0,1,0,"sales","low"
0.44,0.57,2,131,32,0,1,0,"sales","low"
0.85,0.99,5,248,56,0,1,0,"sales","low"
0.78,0.93,5,225,53,0,1,0,"sales","low"
0.39,0.46,2,156,30,0,1,0,"sales","low"
0.78,0.81,3,222,19,0,1,0,"sales","low"
0.1,0.92,6,243,49,1,1,0,"sales","low"
0.23,0.99,4,204,47,1,1,0,"accounting","low"
0.11,0.87,6,301,51,0,1,0,"accounting","low"
0.9,0.83,5,259,47,0,1,0,"accounting","low"
0.91,0.89,4,247,63,0,1,0,"hr","low"
0.11,0.79,7,295,49,0,1,0,"hr","low"
0.43,0.54,2,150,39,0,1,0,"hr","low"
0.45,0.49,2,151,42,0,1,0,"hr","low"
0.11,0.91,5,291,60,0,1,0,"technical","low"
0.11,0.93,6,253,44,1,1,0,"technical","low"
0.43,0.5,2,161,41,0,1,0,"technical","low"
0.91,0.97,4,251,71,0,1,0,"technical","low"
0.43,0.55,2,153,41,0,1,0,"technical","medium"
0.85,0.82,5,264,71,0,1,0,"technical","medium"
0.1,0.77,6,310,52,0,1,0,"technical","medium"
0.81,0.95,5,266,54,0,1,0,"technical","medium"
0.36,0.62,4,237,23,0,1,0,"technical","medium"
0.45,0.54,2,138,35,0,1,0,"technical","medium"
0.86,1,5,227,60,0,1,0,"technical","medium"
0.71,1,4,300,61,0,1,0,"support","medium"
0.11,0.97,7,310,48,0,1,0,"support","medium"
0.84,0.93,5,236,61,0,1,0,"support","medium"
0.09,0.97,7,288,48,0,1,0,"support","medium"
0.38,0.49,2,127,38,0,1,0,"support","medium"
0.15,0.55,6,139,58,0,1,0,"support","high"
0.1,0.92,7,253,45,1,1,0,"support","low"
0.8,0.97,4,218,63,1,1,0,"support","medium"
0.84,0.97,5,251,57,0,1,0,"support","medium"
0.11,0.87,6,264,55,0,1,0,"support","medium"
0.89,0.79,3,149,23,0,1,0,"support","medium"
0.45,0.51,2,138,36,0,1,0,"technical","low"
0.11,0.93,7,284,50,0,1,0,"technical","low"
0.74,0.93,5,244,68,0,1,0,"technical","low"
0.41,0.5,2,128,29,0,1,0,"management","low"
0.44,0.53,2,154,43,0,1,0,"IT","low"
0.37,0.56,2,138,44,0,1,0,"IT","low"
0.11,0.86,6,308,46,0,1,0,"IT","low"
0.1,0.93,6,269,39,0,1,0,"IT","low"
0.7,0.74,6,136,35,0,1,0,"IT","low"
0.59,1,2,160,56,0,1,0,"product_mng","low"
0.38,0.53,2,138,34,0,1,0,"product_mng","low"
0.72,0.95,4,220,53,0,1,0,"product_mng","low"
0.73,1,5,274,64,0,1,0,"product_mng","low"
0.39,0.48,2,161,36,0,1,0,"IT","low"
0.89,0.82,5,224,68,0,1,0,"RandD","low"
0.89,1,4,260,69,0,1,0,"RandD","low"
0.11,0.78,6,300,44,1,1,0,"RandD","low"
0.43,0.56,2,133,37,0,1,0,"RandD","low"
0.09,0.93,6,308,45,0,1,0,"RandD","low"
0.81,0.9,5,238,80,0,1,0,"marketing","low"
0.37,0.53,2,126,30,0,1,0,"sales","low"
0.36,0.56,2,138,28,0,1,0,"accounting","medium"
0.11,0.85,6,299,55,0,1,0,"support","medium"
0.1,0.85,6,254,44,0,1,0,"technical","medium"
0.66,0.47,7,156,24,0,1,0,"management","medium"
0.39,0.47,2,152,29,0,1,0,"marketing","medium"
0.44,0.51,2,146,34,0,1,0,"marketing","medium"
0.1,0.84,6,253,43,0,1,0,"marketing","medium"
0.79,0.94,5,227,73,0,1,0,"sales","medium"
0.1,0.81,6,301,48,1,1,0,"sales","medium"
0.54,0.94,6,294,24,0,1,0,"sales","medium"
0.37,0.47,2,151,44,0,1,0,"sales","medium"
0.37,0.57,2,128,33,0,1,0,"sales","medium"
0.82,0.89,5,217,61,0,1,0,"sales","high"
0.45,0.52,2,160,42,0,1,0,"sales","low"
0.79,0.9,5,263,52,0,1,0,"sales","medium"
0.42,0.56,2,156,30,0,1,0,"sales","medium"
0.1,0.85,6,273,38,0,1,0,"sales","medium"
0.11,0.78,6,303,57,0,1,0,"sales","medium"
0.74,1,4,253,51,0,1,0,"sales","low"
0.1,0.93,6,270,45,0,1,0,"sales","low"
0.79,1,4,218,63,0,1,0,"sales","low"
0.43,0.48,2,144,34,0,1,0,"sales","low"
0.41,0.47,2,154,34,0,1,0,"sales","low"
0.39,0.55,2,146,32,0,1,0,"sales","low"
0.1,0.94,6,260,41,0,1,0,"sales","low"
0.82,0.85,5,218,57,0,1,0,"sales","low"
0.41,0.46,2,128,31,0,1,0,"accounting","low"
0.42,0.56,2,128,35,0,1,0,"accounting","low"
0.74,0.88,4,248,63,0,1,0,"accounting","low"
0.38,0.57,2,152,33,1,1,0,"hr","low"
0.39,0.56,2,126,38,0,1,0,"hr","low"
0.87,0.94,4,260,61,0,1,0,"hr","low"
0.1,0.9,5,263,46,0,1,0,"hr","low"
0.78,1,5,220,55,0,1,0,"technical","low"
0.14,0.73,7,282,56,0,1,0,"technical","low"
0.11,0.94,6,277,63,0,1,0,"technical","low"
0.91,0.94,5,257,60,0,1,0,"technical","low"
0.49,0.63,6,265,33,0,1,0,"technical","low"
0.38,0.47,2,143,33,0,1,0,"technical","low"
0.82,0.97,5,263,52,0,1,0,"technical","medium"
0.38,0.88,3,154,52,0,1,0,"technical","medium"
0.89,1,5,253,63,0,1,0,"technical","medium"
0.11,0.79,6,294,39,0,1,0,"technical","medium"
0.37,0.51,2,128,41,0,1,0,"technical","medium"
0.38,0.5,2,153,44,0,1,0,"support","medium"
0.78,0.87,5,256,57,0,1,0,"support","medium"
0.41,0.51,2,127,40,0,1,0,"support","medium"
0.41,0.51,2,137,38,0,1,0,"support","medium"
0.11,0.83,6,295,41,0,1,0,"support","medium"
0.11,0.79,6,281,51,0,1,0,"support","medium"
0.43,0.57,2,131,39,1,1,0,"support","medium"
0.75,0.86,5,237,59,0,1,0,"support","high"
0.74,0.99,4,276,53,0,1,0,"support","low"
0.85,0.85,5,267,55,0,1,0,"support","medium"
0.73,0.92,5,266,67,0,1,0,"support","medium"
0.1,0.79,6,294,47,0,1,0,"technical","medium"
0.44,0.56,2,134,36,0,1,0,"technical","medium"
0.3,0.56,3,309,45,1,1,0,"technical","low"
0.11,0.77,7,273,45,0,1,0,"management","low"
0.84,0.83,5,238,67,0,1,0,"IT","low"
0.78,0.94,5,271,71,0,1,0,"IT","low"
0.43,0.53,2,145,34,0,1,0,"IT","low"
0.36,0.55,2,152,36,0,1,0,"IT","low"
0.43,0.47,2,128,41,0,1,0,"IT","low"
0.45,0.46,2,142,40,0,1,0,"product_mng","low"
0.76,0.93,5,238,52,0,1,0,"product_mng","low"
0.1,0.78,7,286,44,0,1,0,"product_mng","low"
0.09,0.86,6,291,55,0,1,0,"product_mng","low"
0.92,1,5,259,56,0,1,0,"IT","low"
0.92,0.9,5,248,68,0,1,0,"sales","low"
0.79,0.98,4,271,53,0,1,0,"sales","low"
0.43,0.51,2,140,41,0,1,0,"sales","low"
0.8,0.95,4,274,60,0,1,0,"sales","low"
0.44,0.49,2,127,40,1,1,0,"sales","low"
0.89,0.87,5,275,74,0,1,0,"marketing","low"
0.48,0.88,3,239,32,0,1,0,"sales","low"
0.11,0.82,6,304,61,1,1,0,"accounting","low"
0.38,0.55,2,145,35,0,1,0,"support","low"
0.11,0.85,6,259,47,0,1,0,"technical","medium"
0.82,0.86,4,264,63,0,1,0,"management","medium"
0.37,0.45,2,160,37,0,1,0,"marketing","medium"
0.4,0.48,2,138,38,0,1,0,"marketing","medium"
0.43,0.47,2,137,41,0,1,0,"marketing","medium"
0.44,0.5,2,156,41,0,1,0,"sales","medium"
0.42,0.56,2,147,36,0,1,0,"sales","medium"
0.11,0.8,7,243,41,0,1,0,"sales","medium"
0.78,0.87,4,236,61,0,1,0,"sales","medium"
0.46,0.86,2,212,49,0,1,0,"sales","medium"
0.77,0.91,5,261,82,0,1,0,"sales","medium"
0.83,0.82,4,243,67,0,1,0,"sales","medium"
0.32,0.58,5,271,61,0,1,0,"sales","high"
0.9,0.92,5,154,52,0,1,0,"sales","low"
0.42,0.52,2,151,37,0,1,0,"sales","medium"
0.1,0.96,6,254,48,1,1,0,"sales","medium"
0.1,0.91,6,285,35,0,1,0,"sales","medium"
0.44,0.49,2,130,29,0,1,0,"sales","medium"
0.1,0.95,7,301,54,0,1,0,"sales","low"
0.11,0.8,6,286,48,0,1,0,"sales","low"
0.1,0.89,6,246,43,0,1,0,"sales","low"
0.39,0.47,2,135,32,0,1,0,"sales","low"
0.92,0.92,4,245,62,0,1,0,"sales","low"
0.43,0.56,2,136,34,0,1,0,"sales","low"
0.11,0.89,6,301,48,0,1,0,"accounting","low"
0.81,1,5,235,57,0,1,0,"accounting","low"
0.11,0.85,7,272,53,0,1,0,"accounting","low"
0.87,1,5,274,47,0,1,0,"hr","low"
0.37,0.46,2,131,40,0,1,0,"hr","low"
0.39,0.56,2,135,39,0,1,0,"hr","low"
0.61,0.86,4,196,57,0,1,0,"hr","low"
0.11,0.95,6,285,51,0,1,0,"technical","low"
0.09,0.9,7,289,60,0,1,0,"technical","low"
0.36,0.52,2,157,27,0,1,0,"technical","low"
0.09,0.94,6,308,53,0,1,0,"technical","low"
0.41,0.71,4,301,68,0,1,0,"technical","low"
0.4,0.46,2,131,36,0,1,0,"technical","low"
0.1,0.91,6,262,65,1,1,0,"technical","low"
0.46,0.53,2,143,38,1,1,0,"technical","low"
0.39,0.57,2,133,47,0,1,0,"technical","medium"
0.41,0.5,2,153,32,0,1,0,"technical","medium"
0.1,0.94,7,281,40,0,1,0,"technical","medium"
0.39,0.51,2,132,33,0,1,0,"support","medium"
0.73,0.83,5,270,57,1,1,0,"support","medium"
0.41,0.45,2,150,34,0,1,0,"support","medium"
0.37,0.51,2,140,35,0,1,0,"support","medium"
0.38,0.5,2,150,43,1,1,0,"support","medium"
0.8,0.63,5,180,65,0,1,0,"support","medium"
0.09,0.85,5,281,41,0,1,0,"support","medium"
0.85,0.92,4,275,60,0,1,0,"support","medium"
0.42,0.54,2,130,32,0,1,0,"support","medium"
0.41,0.48,2,130,40,0,1,0,"support","high"
0.38,0.46,2,147,32,0,1,0,"support","low"
0.72,1,5,264,58,0,1,0,"technical","medium"
0.11,0.74,6,290,61,0,1,0,"technical","medium"
0.37,0.47,2,150,36,0,1,0,"technical","medium"
0.1,0.81,6,304,44,0,1,0,"management","medium"
0.36,0.54,2,136,38,0,1,0,"IT","low"
0.92,0.94,5,307,66,0,1,0,"IT","low"
0.11,0.87,5,303,50,0,1,0,"IT","low"
0.39,0.56,2,156,41,0,1,0,"IT","low"
0.11,0.95,6,271,42,0,1,0,"IT","low"
0.45,0.45,2,140,38,0,1,0,"product_mng","low"
0.44,0.55,2,130,31,1,1,0,"product_mng","low"
0.85,0.97,4,266,69,0,1,0,"product_mng","low"
0.43,0.52,2,139,41,0,1,0,"product_mng","low"
0.75,0.86,5,260,64,0,1,0,"IT","low"
0.11,0.55,2,137,38,1,1,0,"RandD","low"
0.36,0.5,2,158,41,0,1,0,"RandD","low"
0.1,0.79,6,249,52,0,1,0,"RandD","low"
0.74,0.89,5,259,52,0,1,0,"RandD","low"
0.4,0.46,2,144,36,0,1,0,"RandD","low"
0.09,0.77,6,244,54,0,1,0,"marketing","low"
0.76,0.91,4,219,52,0,1,0,"sales","low"
0.45,0.57,2,151,31,0,1,0,"accounting","low"
0.84,0.88,4,269,61,0,1,0,"support","low"
0.38,0.45,2,127,37,0,1,0,"technical","low"
0.38,0.46,2,144,36,0,1,0,"management","low"
0.38,0.54,2,157,34,0,1,0,"marketing","medium"
0.86,0.94,5,224,65,0,1,0,"marketing","medium"
0.37,0.46,2,155,30,0,1,0,"marketing","medium"
0.37,0.5,2,131,29,0,1,0,"sales","medium"
0.87,1,4,258,53,1,1,1,"sales","medium"
0.11,0.85,6,267,47,0,1,0,"sales","medium"
0.42,0.5,2,141,32,0,1,0,"sales","medium"
0.43,0.48,2,160,42,0,1,0,"sales","medium"
0.09,0.8,6,247,41,0,1,0,"sales","medium"
0.54,0.56,4,260,37,0,1,0,"sales","medium"
0.4,0.47,2,151,32,0,1,0,"sales","medium"
0.36,0.52,2,137,31,1,1,0,"sales","medium"
0.87,0.9,4,256,54,0,1,0,"sales","high"
0.75,0.88,4,239,71,0,1,0,"sales","low"
0.43,0.53,2,152,34,0,1,0,"sales","medium"
0.43,0.47,2,149,44,0,1,0,"sales","medium"
0.1,0.87,6,284,43,0,1,0,"sales","medium"
0.11,0.78,7,248,46,0,1,0,"sales","medium"
0.44,0.53,2,156,41,0,1,0,"sales","low"
0.39,0.48,2,138,37,0,1,0,"sales","low"
0.4,0.55,2,155,44,0,1,0,"sales","low"
